Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Guna,1991,167 min,8.2,2503,"drama, romance",tamil
Hathi Merey Sathi,1993,,3.9,29,comedy,urdu
36 Gunn,2021,,6.4,0,drama,marathi
Ammavanu Pattiya Amali,1989,,4.9,8,unknown,malayalam
Ta Ta Sarai Bigris Ni Badri,2000,,7.7,11,"comedy, drama",nepali
"Kadha, Samvidhanam Kunchakko",2009,118 min,3.0,34,drama,malayalam
Sri Krishna Vijayam,1970,148 min,7.8,9,drama,telugu
Jalebi,2013,52 min,7.9,29,"comedy, thriller",oriya
Zamindar Ka Prem,1937,,6.4,0,unknown,hindi
Sunhera Jaal,1966,,6.4,0,unknown,hindi
Amar Ache Jol,2008,123 min,6.8,545,family,bengali
The Director,2019,,2.9,7,drama,bengali
Do Qaidi,1989,158 min,4.4,101,"action, thriller",hindi
Shono Mon Boli Tomay,2010,,6.4,0,romance,bengali
Shola,1978,,6.4,0,unknown,urdu
Mayar Songsar,1969,,6.4,0,drama,bengali
Rampurada Ravana,1984,,6.4,0,unknown,kannada
Sinkari Bolona,2003,,1.3,6,unknown,malayalam
Aithe 2.0,2018,125 min,6.4,0,action,telugu
Indian Babu,2003,,4.6,51,"drama, romance",hindi
Chanakya,2019,147 min,5.4,492,"action, adventure, thriller",telugu
Koyambedu Perundhu Nilayam,2012,,6.4,0,drama,tamil
Jaihind 2,2014,155 min,5.2,115,action,kannada
Oru Ponnu Oru Paiyan,2007,,6.4,0,drama,tamil
Inquilab,1935,144 min,7.4,38,drama,hindi
Super Singh,2017,155 min,6.0,614,"action, comedy, fantasy",punjabi
Sivagangai Seemai,1959,173 min,6.4,0,unknown,tamil
Theruvu,2020,,6.4,0,"short, comedy",malayalam
Megher Pore Megh,2004,90 min,7.3,150,"history, war",bengali
Deendayal Ek Yug Purush,2020,,6.4,0,biography,hindi
Kanhaiya,1959,175 min,6.7,45,"romance, drama, family",hindi
Nair Pidicha Pulival,1958,,7.3,6,unknown,malayalam
Posto,2017,150 min,7.5,801,"drama, family",bengali
Pradeshika Vaarthakal,1989,,7.0,99,"comedy, drama, musical",malayalam
Panghat,1943,,6.4,0,unknown,hindi
Zinda Bhaag,2013,115 min,7.6,1405,"drama, family, musical",punjabi
Baisaheb,1983,,6.4,0,unknown,marathi
Sadhu Shoitan,1975,,6.4,0,drama,bengali
Pita Putro,1970,,6.4,0,"drama, family",bengali
Kartavya,1995,,5.1,55,"action, drama, thriller",hindi
Agar Tum Na Hote,1983,161 min,6.4,148,"drama, family",hindi
Neeli Aankhen,1962,,5.1,7,mystery,hindi
Vrutham,1987,,7.2,22,"action, crime, drama",malayalam
Ujda Chaman,2019,120 min,6.9,4866,comedy,hindi
Daku Ka Ladka,1935,,6.4,0,unknown,hindi
Adhura,1995,,6.4,0,drama,hindi
Ek Je Chhilo Desh,1977,109 min,8.0,30,drama,bengali
Sarigamalu,1994,,7.1,15,"musical, drama",telugu
Swarg,1990,160 min,6.7,1211,drama,hindi
Anirban,1981,,6.4,0,unknown,assamese
Chana Jor Garam,2018,122 min,6.4,0,drama,bhojpuri
Devdoot,2005,,6.4,0,action,bengali
Chinnada Gombe,1964,,6.4,0,unknown,kannada
Chitralahari,2019,131 min,7.1,1770,"drama, romance",telugu
Kala Gulab,1933,,6.4,0,unknown,hindi
Vande Mataram,1999,,6.4,0,action,hindi
Aadum Koothu,2006,106 min,7.2,15,drama,tamil
Brandichi Batli,1939,147 min,6.4,0,unknown,marathi
Vikram,2021,,6.4,0,"action, thriller",tamil
Pandava Vanavasam,1961,,6.4,0,unknown,tamil
The Man Who Knew Infinity,2015,108 min,7.2,52399,"biography, drama",tamil
Disha,2014,,6.4,0,"short, drama",malayalam
Pattakkatti Bairavan,1979,148 min,3.7,9,unknown,tamil
Mudda: The Issue,2003,155 min,4.0,27,drama,hindi
Musthaffaa,1996,,6.4,0,"action, drama",tamil
Anhonee,1973,127 min,7.1,36,"drama, romance, thriller",hindi
Hum Ek Hain,1946,121 min,7.1,28,drama,hindi
Ajagajantharam,2021,,6.4,0,"action, comedy",malayalam
Naan Oru Malaysian,1991,,6.4,0,drama,tamil
Tanariri,1975,120 min,6.4,0,"biography, drama, history",gujarati
Jugari,1939,,6.4,0,unknown,hindi
Naatak,1947,,6.4,0,"drama, family",hindi
Lok Parlok,1995,,6.4,0,drama,hindi
Spring Thunder,2018,113 min,6.4,0,"crime, drama",hindi
Dishkiyaoon,2014,119 min,5.2,977,"action, thriller",hindi
Apna Bana Lo,1982,,5.7,22,"drama, family",hindi
Palnati Brahmanayudu,2003,180 min,2.6,202,"action, drama",telugu
Shahida,1949,,6.4,0,unknown,urdu
Senthamizh Selvan,1994,,3.3,9,unknown,tamil
Double Seat,2015,138 min,7.8,286,"drama, romance",marathi
Bhrame,2020,,6.4,0,action,kannada
Cocktail,2012,146 min,6.3,13390,"comedy, drama, romance",hindi
Ganamela,1991,,4.2,33,"comedy, drama, musical",malayalam
Madhura Prema,2010,,6.4,0,drama,kannada
Sahi Dhandhe Galat Bande,2011,119 min,4.8,263,"action, comedy, drama",hindi
Shevri,2006,106 min,7.4,36,drama,marathi
When Obama Loved Osama,2018,116 min,4.9,34,comedy,hindi
Nithya Kanyaka,1963,,6.4,0,unknown,malayalam
Summer 2007,2008,166 min,6.2,236,"crime, drama, thriller",hindi
Urvashi,1995,107 min,6.4,0,drama,assamese
Tiger Number One,2011,155 min,6.4,0,drama,bengali
Janam Kundli,1995,157 min,4.1,25,"action, drama",hindi
Nantu Ghotok,1982,140 min,6.4,0,"comedy, drama, family",bengali
Tod De Dushman Ki Nali Ram Aur Ali,2018,123 min,6.4,0,drama,bhojpuri
Khel Saat Baaracha,2010,113 min,6.4,0,drama,marathi
Raja Sanyasi,1966,,6.4,0,drama,bengali
Kishore Kumar Junior,2018,145 min,6.0,194,drama,bengali
Naughty Gang,2019,154 min,6.4,0,comedy,hindi
Paij,1980,,6.4,0,drama,marathi
Pudhu Kavithai,1982,138 min,7.3,92,"drama, music",tamil
Ayal Kadha Ezhuthukayanu,1998,155 min,7.0,487,"comedy, drama, romance",malayalam
Namma Graamam,2014,100 min,7.7,6,"drama, family",malayalam
Chinchlichi Mayakka Devi,2008,,6.4,0,family,marathi
Shikhandi Kotha,2013,103 min,6.4,0,"drama, family",bengali
Padam Onnu Oru Vilapam,2003,105 min,7.3,79,drama,malayalam
Nawab,1991,138 min,7.4,10,drama,bengali
Pravasi Mandira,1968,,6.4,0,unknown,kannada
Cash,2007,137 min,3.4,1844,"action, crime, thriller",hindi
Sarvasakshi,1980,135 min,7.7,6,"mystery, thriller",marathi
Ma Chhinnamasta,1978,,6.4,0,drama,bengali
Jadugar,1942,,6.4,0,family,hindi
Yeh Lamhe Judaai Ke,2004,135 min,3.7,1611,"drama, mystery, romance",hindi
Pure Punjabi,2012,130 min,6.4,78,"comedy, drama",punjabi
Mafia,1993,,6.1,73,"action, crime, thriller",malayalam
Muchataga Mugguru,1985,,7.0,8,comedy,telugu
Aakashavaani,2021,,6.4,0,drama,telugu
Khelechi Aajgubi,2018,,6.4,0,comedy,bengali
Ennaku 20 Unakku 18,2003,,5.3,374,"drama, musical, romance",telugu
Guru,2017,116 min,8.0,654,"action, drama, sport",telugu
Maa Inti Adapaduchu,1996,,6.4,0,family,telugu
Bhagya Laxmi,1944,,6.4,0,unknown,hindi
Godfather,1992,,6.5,237,"crime, drama",urdu
Charlie Chaplin,2002,142 min,5.9,54,comedy,tamil
Yamirukka Bayamen,1983,,7.4,5,family,tamil
Chaal Baaz,1980,,6.4,0,action,hindi
Mera Challenge,1989,,6.4,0,unknown,hindi
Athisayangalude Venal,2017,117 min,7.1,12,drama,malayalam
Maan Maryada,1984,139 min,3.7,13,action,hindi
Oothikachiya Ponnu,1981,129 min,6.1,17,drama,malayalam
Pour vivre heureux,2018,88 min,6.4,62,"drama, romance",oriya
Chor Chor Super Chor,2013,99 min,6.6,225,"comedy, drama, thriller",hindi
Chirag-e-Cheen,1955,,6.4,0,unknown,hindi
D Company,2021,,6.4,0,"action, crime, thriller",kannada
Nuisance,2020,7 min,6.4,0,"short, drama",malayalam
Usay Dekha Usay Chaha,1974,,6.4,0,romance,urdu
Sati Toral,1935,,6.4,0,unknown,hindi
I _You,2018,129 min,6.4,0,romance,kannada
Naanga Romba Busy,2020,149 min,5.8,141,comedy,tamil
Laiye Je Yaarian,2019,117 min,6.9,140,romance,punjabi
King Liar,2016,157 min,5.4,726,comedy,malayalam
Chota Mumbai,2007,,6.9,1182,"action, comedy, crime",malayalam
Gnanapazham,1996,180 min,6.4,0,unknown,tamil
Lokame Kothagaa,2011,,6.4,0,unknown,telugu
Mayday,2022,141 min,6.4,0,"drama, thriller",hindi
Kodaikkanal,2008,115 min,6.4,0,drama,tamil
Sainik,1993,145 min,6.2,1127,"action, drama, romance",hindi
Jungle Princess,1958,,6.4,0,fantasy,hindi
Ahinsa Path,1949,,6.4,0,unknown,hindi
Drohi,1948,179 min,6.4,0,drama,telugu
Pukar,1939,165 min,7.0,66,"drama, history",oriya
Number One Shakib Khan,2010,175 min,4.5,523,"action, comedy, drama",bengali
Stand By,2011,,6.3,25,"drama, sport, thriller",hindi
Manila Ke Janbaz,1989,,6.4,0,action,urdu
Nanjundi Kalyana,2018,131 min,6.4,0,drama,kannada
Do Jasoos,1975,135 min,6.3,99,"comedy, mystery",hindi
Naya Gupt Gyan,2001,,6.4,0,thriller,hindi
Gojamil,2019,,6.4,0,drama,bengali
Son of Flower,2012,,6.4,0,drama,hindi
Sri Jagadguru Adi Shankara,2013,128 min,6.3,273,drama,telugu
Kavita,1962,,6.4,0,unknown,tamil
Anmol Mohabat,1978,,6.4,0,unknown,urdu
Ullathai Allitha,1996,149 min,7.7,385,comedy,tamil
Barood,1984,139 min,6.4,0,crime,urdu
Nirahua Chalal Sasuraal 2,2016,165 min,6.4,0,drama,bhojpuri
Bhukailasa,1958,169 min,9.0,23,drama,kannada
Ram Lakhan,2016,168 min,6.4,0,drama,bhojpuri
The Golden Gang,1939,,6.4,0,action,hindi
Nagri Data Di,2004,,6.4,0,unknown,punjabi
Song of Clouds,2020,15 min,7.3,12,short,nepali
Ivide Thudangunnu,1984,137 min,6.0,11,"action, drama, romance",malayalam
Swami Chhintai,2004,,6.4,0,action,bengali
Ghantaa,2016,,6.3,15,comedy,marathi
Dhakad Chhora 2,2007,117 min,6.4,0,"romance, family, drama",hindi
Gunjan,1992,,6.4,0,drama,bengali
Superstar,2008,120 min,5.9,703,"drama, romance",hindi
Pahadi Jawan,1964,,6.4,0,action,hindi
Naa laga endaro,1978,125 min,6.4,0,drama,telugu
Harsukh,2021,43 min,10.0,9,"documentary, short",urdu
Kay Dyache Bola,2005,103 min,7.1,207,comedy,marathi
Derso Khokhar Kando,1959,,6.4,0,drama,bengali
Banjarey,1948,,6.4,0,unknown,hindi
Aa Okkati Adakku,1993,155 min,7.8,276,comedy,telugu
Tara vs Bilal,2022,,6.4,0,romance,hindi
Okato Number Kurraadu,2002,,5.8,9,romance,telugu
Disha,1990,135 min,7.0,144,"comedy, drama, musical",hindi
Baapjanma,2017,121 min,8.2,367,drama,marathi
Jamuna Ke Teer,1978,,6.4,0,action,hindi
Babul Ki Galiyan,1972,,5.9,9,"drama, romance",hindi
Ameena,1934,,6.4,0,unknown,hindi
Anarkali,1966,,8.4,5,unknown,malayalam
Babo,2019,,7.2,5,comedy,marathi
Jawab,1955,,6.0,5,"comedy, crime, drama",hindi
Murad,1961,,6.4,0,unknown,hindi
Paheli,1977,131 min,7.6,32,"drama, family",hindi
Ondhokar,2003,153 min,5.8,12,"action, crime",bengali
Commissioner,1994,175 min,7.6,545,"action, crime, thriller",malayalam
Rakhi Aur Hathkadi,1972,90 min,6.5,21,"action, drama, family",hindi
Deewane,1991,,3.6,5,romance,hindi
Yamagola,1977,149 min,6.7,114,"comedy, fantasy, romance",telugu
Anjaniputra,2017,149 min,6.2,552,"action, romance",kannada
Kayyoppu,2007,95 min,8.0,553,drama,malayalam
Chattaniki Veyi Kallu,1983,125 min,6.4,0,drama,telugu
Jugni,2016,115 min,6.3,134,drama,hindi
Okkade,2005,,6.4,0,action,telugu
Agni Rekha,1973,,7.3,9,drama,hindi
Purab Aur Paschim,2006,,6.4,0,romance,bhojpuri
It Happens That Way Too: Part II,2003,137 min,7.3,715,"comedy, crime, drama",hindi
Barkhay Jhari (Monsoon Rain),2014,,6.4,0,"short, drama",nepali
Shaadi Karke Phas Gaya Yaar,2018,121 min,6.4,0,drama,bhojpuri
Sesh Sangbad: The Last News,2016,120 min,4.6,35,"drama, thriller",bengali
Amir Garib,1974,140 min,6.7,87,"action, thriller",hindi
Approaching Truckdrivers,2017,15 min,6.4,0,short,urdu
Villain,2013,140 min,5.4,13,thriller,bengali
Prithvi Vallabh,1943,121 min,7.8,26,drama,hindi
Faasle,1985,146 min,4.6,63,"drama, romance",hindi
Limit,2021,,6.4,0,biography,kannada
Poruthathu Pothum,1989,,6.4,0,unknown,tamil
Kurup,2021,,6.4,0,"biography, crime, thriller",malayalam
Pritam,1942,,6.4,0,unknown,hindi
Yeh Kaisa Bharat Bandh,1994,,6.4,0,action,hindi
Mera Faisla,1984,,3.9,43,action,hindi
Alaudin,2003,145 min,4.7,25,drama,tamil
Qismat,2018,137 min,8.4,2314,"drama, romance",punjabi
Hausla,1984,,6.4,0,action,hindi
C.I.D. 909,1967,123 min,5.8,17,"action, crime, drama",hindi
Balyakalasakhi,2014,121 min,5.1,259,romance,malayalam
Konga Nattu Thangam,1962,,6.4,0,unknown,tamil
Ghutan,2007,126 min,4.9,51,horror,hindi
Law of Love,2008,,6.4,0,short,urdu
Hurricane Express,1961,,6.4,0,action,hindi
Black Market,1967,173 min,6.4,0,unknown,kannada
Prayanikara Gamanakke,2018,115 min,6.1,7,thriller,kannada
Chonchu,2021,,6.7,7,thriller,bengali
Hani Hani,2008,,6.4,0,drama,kannada
Njan Onnu Parayatte,1982,,5.6,11,unknown,malayalam
Naya Sansar,1959,,6.4,0,"drama, family",hindi
Andaz,1971,166 min,6.7,272,"drama, romance",hindi
Aaj Kal,1959,,6.4,0,drama,urdu
Aashamsakalode,1984,,6.4,0,unknown,malayalam
Siva Senai,2014,123 min,6.4,0,"action, drama, thriller",tamil
Zimbo KI Beti,1959,,6.4,0,action,hindi
Thoda Sa Waqt!,2014,20 min,6.4,0,"short, drama, family",urdu
Dolti Naiya,1950,,6.4,0,unknown,hindi
Kaatru Veliyidai,2017,146 min,5.9,1833,"action, romance",tamil
Aur Woh Raks Karte Rahi,1996,60 min,6.4,0,documentary,urdu
Mehndi Shagna Di,1992,,6.4,0,drama,punjabi
Pandavulu Pandavulu Thummeda,2014,156 min,6.3,1276,comedy,telugu
Bala MIthrula Katha,1972,96 min,6.4,0,drama,telugu
Kadhal Kadhai,2009,110 min,6.4,0,drama,tamil
Waapsi,1986,,5.6,9,mystery,hindi
Ratha Sapthami,1986,150 min,7.4,14,drama,kannada
Ambigai Neyril Vandhaal,1984,129 min,5.6,5,drama,tamil
Jagachya Pathivar,1960,147 min,7.6,28,"drama, music",marathi
Jung Siyasat Ke,2018,,6.4,0,drama,bhojpuri
Bhaskar Oru Rascal,2018,152 min,4.7,309,"action, comedy, drama",tamil
Chandranile Chayakada,2009,11 min,6.0,8,"short, drama",malayalam
Punaraphi,2018,158 min,6.4,0,horror,kannada
Ek Sapera Ek Lutera,1965,125 min,6.7,15,"action, comedy, musical",bhojpuri
Tuglak,2012,,8.5,25,drama,kannada
Maherchi Sadi,1991,,7.3,48,family,marathi
Aandhi-Toofan,1985,144 min,6.1,47,drama,hindi
Bhakta Gopalbhaiya,1948,,6.4,0,unknown,hindi
Shaheed-E-Azam,2002,173 min,7.3,21,"biography, drama, history",hindi
Kaphal: Wild Berries,2013,90 min,8.2,45,"action, adventure, drama",hindi
Mrugam,1996,112 min,6.4,0,drama,telugu
Manchi Vaalaku Manchivadu,1973,,6.4,0,adventure,telugu
Kayamkulam Kochunniyude Maghan,1976,,6.4,0,unknown,malayalam
Idhu Engga Naad,1983,,6.4,0,drama,tamil
Araler Antorale: The Inside Story,2013,90 min,7.5,14,thriller,bengali
WOH,2004,,4.5,39,"crime, drama, thriller",hindi
Oram Po,2007,120 min,6.8,300,"action, drama",tamil
Vasoolraja M.B.B.S,2004,160 min,7.9,2976,"comedy, drama",tamil
Jai Shakumbhari Maa,2000,149 min,6.4,0,"drama, family, fantasy",hindi
Chitrakoodam,2003,137 min,6.4,0,unknown,malayalam
Gunsundari,1934,185 min,6.4,0,"drama, family",hindi
Nanonthara,2020,,6.4,0,drama,kannada
Chathurbhuja,2014,130 min,6.4,0,"action, romance, thriller",kannada
MLA Web Comedy,2020,12 min,6.4,0,"short, comedy",malayalam
Doctor Krishna,1989,,6.4,0,unknown,kannada
Amayakudu Kadu Aggi Bharothalu,1984,,6.4,0,musical,telugu
Andaz,1949,148 min,7.3,483,"musical, drama, crime",hindi
Idhu Kadal Varum Parivom,2006,100 min,6.4,0,drama,tamil
Koshish,1972,125 min,8.6,1491,drama,hindi
Dara Sikandar,1981,,6.4,0,"action, musical",punjabi
Baaghi 2,2018,137 min,4.8,9348,"action, thriller",hindi
Su-Raaj,1987,,6.4,0,drama,hindi
Ram-Avtar,1988,170 min,4.5,198,"action, drama, romance",hindi
Kaliyuga Ramudu,1982,,4.1,7,unknown,telugu
Zahid,2022,,6.4,0,thriller,bengali
De Nova... The Road Less Trodden,2010,,6.4,0,drama,hindi
Vithagan,2011,,5.8,12,action,tamil
Mogacho Anvddo,1950,,6.4,0,romance,konkani
Bondita,1945,,6.4,0,drama,bengali
Naa Pilupe Pranhanjanam,1986,,6.4,0,unknown,telugu
City of God,2011,145 min,7.1,577,drama,malayalam
Makkaliralavva Mane Thumba,1984,126 min,4.8,6,unknown,kannada
Manushiyan,1979,,6.4,0,unknown,malayalam
Thamizh Desam,2011,,6.4,0,unknown,tamil
Mappillai Azhaippu,1972,126 min,6.4,0,unknown,tamil
Kahaani,2012,122 min,8.1,58387,"mystery, thriller",hindi
Lalkaar,1956,,6.4,0,unknown,hindi
His Memoir,2018,50 min,6.4,0,"action, drama, thriller",hindi
Paglee,2016,,6.4,0,action,assamese
Velai Kidaichiruchu,1990,,4.7,10,"action, drama",tamil
Kalyanam Panniyum Brahmachari,1954,149 min,6.4,18,comedy,tamil
Kaluva,2010,100 min,6.4,0,drama,telugu
Nakshatra,2010,122 min,5.0,55,"crime, drama, mystery",hindi
Mithai,2019,140 min,4.3,87,"crime, drama, romance",telugu
Dui Rajkumar,1975,,6.4,0,fantasy,bengali
Muqaddar ka Sikhandar,1984,,6.4,0,unknown,urdu
Payal,1948,,6.4,0,unknown,hindi
Chand Suraj,1970,,6.4,0,"drama, romance",urdu
"Soappu, Seeppu, Kannadi",1968,138 min,6.8,8,unknown,tamil
Santhitha Naal Mudhal,2020,110 min,6.4,0,"comedy, romance",tamil
Kavvintha,2015,125 min,6.4,0,drama,telugu
Bobby,2018,130 min,8.0,31,drama,nepali
Dard-E-Dil,1966,,6.4,0,unknown,urdu
Innarku Innarendru,2014,,6.4,0,drama,tamil
Emayam,1979,,6.4,0,unknown,tamil
Dushman,1974,125 min,6.4,0,"action, romance",urdu
Aane Pataaki,2013,130 min,6.4,0,comedy,kannada
Ondho Bodhu,1983,,6.4,0,drama,bengali
Ranganayaki,1981,196 min,7.2,133,drama,kannada
Sachindi Ra Gorre,2018,,6.4,0,"comedy, crime",telugu
Bipasha,1962,131 min,7.6,34,"drama, romance",bengali
Saakshi,1989,,6.4,0,thriller,telugu
Sipahini Sajni,1936,134 min,6.4,0,unknown,gujarati
Joker,1949,,6.4,0,unknown,hindi
Kathi Kanta Rao,2010,,6.4,88,comedy,telugu
Dakota Picture,2012,,6.4,0,comedy,kannada
Lal Pathar,1964,131 min,7.8,20,drama,bengali
Aaj Aur Kal,1963,144 min,6.6,42,"drama, romance",oriya
Insaf Ka Tarazu,1980,146 min,6.4,230,"crime, drama",hindi
Ganathan,2020,,6.4,0,action,tamil
Dastaan,2010,,8.8,908,"drama, history, romance",urdu
Hum Nahin Jhukenge,1985,,6.4,0,action,hindi
Oru Pudhiya Kadhai,1990,,6.4,0,unknown,tamil
Bhorer Alo,2011,,6.4,0,drama,bengali
Dumkata,2007,,4.8,13,"animation, comedy, drama",hindi
Saas Bhi Kabhi Bahu Thi,1970,,6.5,26,"comedy, drama",hindi
Platform,1993,150 min,3.7,190,"action, crime, drama",hindi
Pahari Phul,1981,,6.4,0,romance,bengali
Holiday,2006,,4.4,138,"drama, musical, romance",hindi
Kizhakku Mugam,1996,,6.4,0,family,tamil
Jeegisha,2017,,6.4,0,drama,nepali
Shaitani Dracula,2006,79 min,5.0,5,horror,hindi
Prem Geet,2016,138 min,7.1,44,romance,nepali
Kanchana 3,2019,164 min,4.1,1195,"action, comedy, horror",telugu
Ek Mutthi Aasmaan,1973,,6.7,12,"drama, family",hindi
Mane Maratakkide,2019,140 min,7.6,30,drama,kannada
Anand,1987,134 min,5.0,13,romance,tamil
Housefull 3,2016,140 min,5.0,8396,"action, comedy",hindi
Tankhah,1956,,6.4,0,unknown,hindi
Shiv Ram,1991,,4.4,23,"action, crime, drama",hindi
Jatti,1961,,6.4,0,drama,punjabi
Mappillai,1952,,6.4,0,unknown,tamil
Dhol Sipahi,1969,,6.4,0,unknown,punjabi
Meeth Bhakar,1949,125 min,6.4,0,unknown,marathi
Thirupathi,2006,133 min,6.1,63,"action, crime, drama",kannada
Do Yaar,1972,,4.9,8,action,hindi
Kalyana Galatta,1998,,5.9,16,comedy,tamil
Sirf Tum,1999,150 min,6.1,1396,"romance, drama",hindi
Lawyer Vishwanath,1978,,6.4,0,musical,telugu
Brahmarshi Vishwamitra,1991,,7.5,48,"drama, musical",telugu
Dagadi Chaawl,2015,120 min,6.2,174,"action, crime, drama",marathi
Vevishaal,1949,,6.4,0,unknown,gujarati
Pehla Kadam,1988,,6.4,0,unknown,hindi
Armaan,2003,158 min,5.2,1093,"drama, family, romance",hindi
Gun FIght Kanchana,1981,113 min,6.4,0,drama,tamil
Zevaraat,1949,,6.4,0,unknown,hindi
Ghar Jawai,1981,,6.4,0,unknown,marathi
Mortoo,2015,107 min,6.4,0,comedy,kashmiri
Shanthi Muhurtham,2016,34 min,6.4,0,"short, comedy",malayalam
Do Dil,1981,,6.4,0,unknown,urdu
Vijay Kumar,1940,,6.4,0,"action, drama, musical",hindi
Sri Venkateswara Mahathyam,1960,204 min,8.5,52,"drama, musical",hindi
Maska Polish,1957,,6.4,0,drama,urdu
Kalpana,1960,,7.1,19,romance,hindi
Pakeezah,1972,147 min,7.4,1509,"musical, romance, drama",oriya
18.05.2009,2018,130 min,6.4,0,drama,tamil
Poush Masher Pireet,2016,,6.4,0,romance,bengali
Daman Aur Chingari,1973,,7.0,16,drama,urdu
Wa Pailwan,2020,158 min,6.4,0,drama,marathi
Bara,1980,135 min,7.6,26,drama,kannada
Paavam Paavam Rajakumaran,1990,117 min,7.1,178,comedy,malayalam
Banjarin,1960,129 min,6.4,0,"fantasy, musical",hindi
Kuli,1967,,6.4,0,drama,urdu
Azhakiyee,2019,,6.4,0,"short, musical",malayalam
Anubhavangale Nanni,1979,,6.4,0,unknown,malayalam
Rani Khan,1960,,6.4,0,musical,punjabi
Ghar Ki Laaj,1979,,6.4,0,drama,hindi
Hari Hara Veera Mallu,2022,,6.4,0,"action, drama",telugu
Babul,1950,142 min,7.3,72,drama,hindi
Kalyanaraman,1979,134 min,6.5,131,"action, comedy, drama",telugu
Rang Mahal,1948,,6.4,0,"fantasy, drama",hindi
Vidhichathum Kothichathum,1982,,6.4,0,unknown,malayalam
Chor Pe Mor,1990,142 min,4.8,13,"comedy, crime",hindi
Tik Tik Tik,1981,164 min,7.0,241,"crime, mystery, thriller",telugu
Vaadyaar Veettu Pillai,1989,120 min,6.4,0,unknown,tamil
Shontaner Moto Shontan,2019,,8.9,8,"action, drama, romance",bengali
Girl Bride,2011,16 min,6.4,0,"short, drama, music",urdu
Path Bipath,1996,86 min,6.4,0,"drama, romance",bengali
Shuruaat Ka Interval,2014,99 min,7.2,68,drama,hindi
Fitkiree,2014,,7.2,31,crime,nepali
M.L.A. Natha Singh,2011,148 min,4.0,7,comedy,punjabi
10 years 9 months 8 days,2019,20 min,6.4,0,"short, drama",nepali
Aame Yevaru,2016,111 min,6.4,0,"drama, horror, mystery",telugu
Aneesya,2016,129 min,6.4,0,drama,malayalam
Thakita Thakita,2010,138 min,6.4,51,"drama, romance",telugu
Tahadi Izzat Da Sawal,1969,,6.4,0,unknown,punjabi
Vannethum Munpe,2020,,6.4,0,drama,malayalam
Khwahish,2003,152 min,4.1,195,"drama, romance, musical",hindi
Baadshahjutt,2019,,6.4,0,drama,nepali
Shikwa,1958,,6.4,0,romance,hindi
Majaajan,2008,139 min,5.6,9,romance,punjabi
Astonishing Lamp,2013,120 min,7.1,843,drama,bengali
Inspector Vikram,1989,139 min,7.2,16,"comedy, drama",kannada
Pyar Mein Padipoyane,2014,,6.1,22,drama,telugu
Always Rahishu Saathe,2016,131 min,6.4,0,drama,gujarati
Garmil,1990,,7.2,10,drama,bengali
Maha-Sangram,1990,159 min,5.7,142,"action, drama, romance",hindi
Pachai Malai Kurathi,1959,,6.4,0,unknown,tamil
Zameen,2003,154 min,5.3,1450,"action, adventure, thriller",hindi
Nallathoru Kudumbam,1979,145 min,5.3,9,unknown,tamil
Dil To Pagal Hai,1997,180 min,7.0,20925,"comedy, drama, musical",hindi
It's Breaking News,2007,,5.4,62,"crime, drama",hindi
Babooji,1950,,6.4,0,unknown,hindi
Lekroo,2000,133 min,7.4,11,drama,marathi
Kadu Makrani,1960,148 min,7.5,12,"action, biography, drama",gujarati
Actor,1994,,6.4,0,unknown,urdu
Bees Saal Pehle,1972,,5.3,10,horror,hindi
Hamlet,1954,,6.5,22,drama,hindi
Oru Adaar Love,2019,145 min,5.5,2181,"comedy, romance",kannada
Jadoo Nagri,1993,150 min,6.4,0,fantasy,urdu
Lisaa,2019,111 min,3.1,95,horror,tamil
Maagiya Kaala,2011,,6.4,0,drama,kannada
Muddat Ki Pyaas,1991,,6.4,0,thriller,hindi
Sons of Ram,2012,85 min,6.6,76,"animation, drama, musical",telugu
Preeti Irabaaradhey,2019,,6.4,0,drama,kannada
Naya Savera,1985,,6.4,0,drama,hindi
Autohead,2016,97 min,6.0,352,"crime, drama",hindi
Pyar Ka Gol Gumbaz,2014,,6.4,0,drama,kannada
Smriti Katha Bole,2010,,6.4,0,drama,bengali
Dhamaal Balachi,2018,,6.4,0,drama,marathi
Swapnajaal,2018,141 min,7.9,1171,"drama, romance",bengali
Ae Korechho Bhalo,1970,115 min,6.4,0,drama,bengali
Life Ek Sangram,2017,,6.4,0,family,bengali
Manam Kothi Paravai,2012,137 min,5.3,178,"comedy, romance",tamil
Ebar Goyenda Basab,2017,,8.0,6,drama,bengali
Olave Mandara,2011,147 min,6.4,0,drama,kannada
May Bahini,1952,,6.4,0,unknown,marathi
Aabhijathyam,1971,164 min,6.4,0,unknown,malayalam
Amar Bhoopali,1952,125 min,7.5,16,"biography, music, romance",marathi
Kangalin Vaarthaigal,1998,,6.4,0,unknown,tamil
